Organisation Name,Purchase Order Number,Order Date,Total Value,Supplier Name,Account Name,Service
Rochdale Borough Council,ph104322,01/05/2020,"£9,742.00",TURNING POINT,CONTRACTED SERVICES,PUBLIC HEALTH
Rochdale Borough Council,ph104324,01/05/2020,"£13,138.56",GREATER MANCHESTER MENTAL HEALTH NHS,CONTRACTED SERVICES,PUBLIC HEALTH
Rochdale Borough Council,s1025920,01/05/2020,"£6,500.00",MANCHESTER CITY COUNCIL,SERVICE LEVEL AGREEMENTS,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,d1087042,30/04/2020,"£6,353.10",ROCHDALE HOUSING INITIATIVE,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087044,30/04/2020,"£21,450.00",DOBSON UK LTD,CONTRACTS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087050,30/04/2020,"£26,976.00",STANDARD FUEL OILS,TRANSACTIONS-EXPENDITURE,CONTROL ACCOUNT
Rochdale Borough Council,d2002384,30/04/2020,"£33,113.92",KHIPU NETWORKS LTD,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002386,30/04/2020,"£50,000.00",ACTION TOGETHER,ACTIVITIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3003587,30/04/2020,"£6,654.00",HOPWOOD ELECTRICAL SERVICES,MINOR BUILDING WORKS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,d3003589,30/04/2020,"£10,000.00",HOWARTH TIMBER AND BUILDING SUPPLIES LTD,PROPERTY - WORKS ELEMENT,PROPERTY AND HIGHWAYS
Rochdale Borough Council,f1008949,30/04/2020,"£7,037.30",LOCAL GOVERNMENT ASSOCIATION,TRAINING-NON QUALIFICATION,RESOURCES
Rochdale Borough Council,f1008950,30/04/2020,"£17,250.00",NORTHGATE PUBLIC SERVICES UK LTD,SOFTWARE,RESOURCES
Rochdale Borough Council,d1087015,29/04/2020,"£6,000.00",MIDDLETON CARS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087018,29/04/2020,"£8,500.00",STREAMLINE TAXIS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087019,29/04/2020,"£6,000.00",STREAMLINE TAXIS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087029,29/04/2020,"£5,440.00",MIDDLETON CARS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087021,29/04/2020,"£63,532.00",CICELEY COMMERCIALS LIMITED,PURCHASE OF VEHICLES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087037,29/04/2020,"£13,900.00",DICK WHITTINGTON GUEST HOUSE,ACCOMMODATION,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3003574,29/04/2020,"£10,608.00",ATKINS LIMITED,ENGINEERS FEES,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003575,29/04/2020,"£5,000.00",ATKINS LIMITED,ENGINEERS FEES,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003578,29/04/2020,"£40,000.00",ATKINS LIMITED,ENGINEERS FEES,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003580,29/04/2020,"£20,000.00",WATERMAN INFASTRUCTURE AND ENVIRONMENT LTD,REPAIRS & ALTS OF BUILDINGS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003582,29/04/2020,"£52,000.00",WATERMAN INFASTRUCTURE AND ENVIRONMENT LTD,REPAIRS & ALTS OF BUILDINGS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003583,29/04/2020,"£6,560.00",AECOM LIMITED,MINOR BUILDING WORKS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d4002785,29/04/2020,"£9,311.80",ALLIANCE DISPOSABLES LIMITED,CONSUMABLES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,ph104317,29/04/2020,"£12,942.72",BIG LIFE CENTRES,PROFESSIONAL FEES,PUBLIC HEALTH
Rochdale Borough Council,x1020209,29/04/2020,"£9,534.98",CALDERDALE METROPOLITAN BOROUGH COUNCIL,ALLOWANCES,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d1086970,28/04/2020,"£5,500.00",CAR 2000 HEYWOOD LLP,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086972,28/04/2020,"£5,000.00",CAR 2000 HEYWOOD LLP,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086973,28/04/2020,"£12,000.00",CAR 2000 HEYWOOD LLP,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086976,28/04/2020,"£5,900.00",CONNECT CARS MIDDLETON LIMITED,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086977,28/04/2020,"£6,000.00",DIAMOND NO1 CARS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086983,28/04/2020,"£5,100.00",STREAMLINE TAXIS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086992,28/04/2020,"£7,200.00",STREAMLINE TAXIS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086999,28/04/2020,"£6,500.00",STREAMLINE TAXIS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086980,28/04/2020,"£5,648.62",ROCHDALE BOROUGHWIDE HOUSING,SECURITY,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087001,28/04/2020,"£5,152.00",NORTH WEST PORTABLES,FEES - PLANT MACHINERY EQUIPMENT,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087004,28/04/2020,"£8,829.00",NO WORRIES IT LTD,ACTIVITIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087005,28/04/2020,"£8,829.62",NO WORRIES IT LTD,ACTIVITIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087006,28/04/2020,"£8,829.63",NO WORRIES IT LTD,ACTIVITIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087008,28/04/2020,"£10,000.00",THE BOND BOARD LIMITED,PROJECTS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3003569,28/04/2020,"£20,000.00",HOVINGTON LIMITED,PROPERTY - WORKS ELEMENT,PROPERTY AND HIGHWAYS
Rochdale Borough Council,e1030281,28/04/2020,"£12,155.00",HORIZON CARE AND EDUCATION,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030282,28/04/2020,"£6,144.17",ROYAL SCHOOL FOR THE DEAF DERBY,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030283,28/04/2020,"£11,307.90",BEECH HOUSE SCHOOL LTD,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030284,28/04/2020,"£11,856.33",WATERLOO LODGE SCHOOL,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030285,28/04/2020,"£14,844.16",NORTH CHADDERTON SCHOOL,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030286,28/04/2020,"£72,000.00",POSITIVE STEPS,EXTERNALLY MANAGED FUNDS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,s1025916,28/04/2020,"£14,055.55",JENKINSON OFFICE SUPPLIES,MINOR BUILDING WORKS,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,d1086944,27/04/2020,"£5,440.00",MIDDLETON CARS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086945,27/04/2020,"£6,500.00",STREAMLINE TAXIS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086947,27/04/2020,"£7,700.00",STREAMLINE TAXIS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086948,27/04/2020,"£7,700.00",STREAMLINE TAXIS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086955,27/04/2020,"£6,200.00",STREAMLINE TAXIS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086958,27/04/2020,"£5,200.00",COZY CARS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086960,27/04/2020,"£6,000.00",MIDDLETON CARS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086961,27/04/2020,"£6,000.00",MIDDLETON CARS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086962,27/04/2020,"£5,000.00",MIDDLETON CARS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086963,27/04/2020,"£6,000.00",MIDDLETON CARS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086964,27/04/2020,"£6,600.00",MIDDLETON CARS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002375,27/04/2020,"£11,442.23",XMA LIMITED,PURCHASE OF ICT SOFTWARE,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d2002378,27/04/2020,"£5,488.00",ZOHO CORPORATION BV,ACTIVITIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3003562,27/04/2020,"£5,000.00",ABBEY ARCHITECTURAL IRONMONGERY CO LTD,PROPERTY - WORKS ELEMENT,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003563,27/04/2020,"£9,000.00",G2 RECRUITMENT SOLUTIONS LTD,AGENCY STAFF,ECONOMY DIRECTORATE
Rochdale Borough Council,d3003567,27/04/2020,"£10,000.00",R & M ROOFING & BUILDING SUPPLIES LTD,PROPERTY - WORKS ELEMENT,PROPERTY AND HIGHWAYS
Rochdale Borough Council,e1030279,27/04/2020,"£10,800.00",ME LEARNING LIMITED,IT MAINTENANCE,EARLY HELP AND SCHOOLS
Rochdale Borough Council,f1008937,27/04/2020,"£5,218.88",ARTHUR J GALLAGHER INSURANCE LTD,EXPENSES - GENERAL,ECONOMY DIRECTORATE
Rochdale Borough Council,f1008938,27/04/2020,"£61,853.25",ARTHUR J GALLAGHER INSURANCE LTD,EXPENSES - GENERAL,ECONOMY DIRECTORATE
Rochdale Borough Council,f1008939,27/04/2020,"£6,720.00",ARTHUR J GALLAGHER INSURANCE LTD,EXPENSES - GENERAL,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002612,27/04/2020,"£29,000.00",TOTAL GAS AND POWER LIMITED,ELECTRICITY,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002613,27/04/2020,"£69,890.00",GENR8 ROCHDALE LTD,EXPENSES - GENERAL,ECONOMY DIRECTORATE
Rochdale Borough Council,d1086909,24/04/2020,"£10,500.00",CAR 2000 HEYWOOD LLP,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086910,24/04/2020,"£8,100.00",CAR 2000 HEYWOOD LLP,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086912,24/04/2020,"£10,500.00",CAR 2000 HEYWOOD LLP,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086916,24/04/2020,"£6,700.00",STREAMLINE TAXIS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086918,24/04/2020,"£12,700.00",STREAMLINE TAXIS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086921,24/04/2020,"£5,200.00",MIDDLETON CARS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086925,24/04/2020,"£5,500.00",STREAMLINE TAXIS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086926,24/04/2020,"£5,200.00",STREAMLINE TAXIS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086927,24/04/2020,"£5,200.00",COZY CARS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086930,24/04/2020,"£5,600.00",MIDDLETON CARS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086936,24/04/2020,"£6,000.00",MIDDLETON CARS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086937,24/04/2020,"£8,500.00",STREAMLINE TAXIS,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086931,24/04/2020,"£7,500.00",GEDENK BOMEN VOF,ENVIRONMENTAL WORKS LANDSCAPE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1030278,24/04/2020,"£11,863.19",BELMONT SCHOOL LIMITED,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,w1002090,24/04/2020,"£89,036.68",ROSS CARE,CONTRACTS,BETTER CARE FUND POOLED BUDGET
Rochdale Borough Council,d2002365,23/04/2020,"£17,431.43",IHS GLOBAL LTD,SOFTWARE,PROPERTY AND HIGHWAYS
Rochdale Borough Council,e1030260,23/04/2020,"£7,837.00",MANCHESTER CITY COUNCIL,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030263,23/04/2020,"£20,000.00",PARADIGM PROFESSIONAL CONSULTANCY LTD,AGENCY STAFF,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,e1030264,23/04/2020,"£20,000.00",PARADIGM PROFESSIONAL CONSULTANCY LTD,AGENCY STAFF,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,e1030265,23/04/2020,"£20,000.00",PARADIGM PROFESSIONAL CONSULTANCY LTD,AGENCY STAFF,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,e1030266,23/04/2020,"£20,000.00",PARADIGM PROFESSIONAL CONSULTANCY LTD,AGENCY STAFF,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,e1030267,23/04/2020,"£20,000.00",PARADIGM PROFESSIONAL CONSULTANCY LTD,AGENCY STAFF,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,e1030269,23/04/2020,"£19,029.00",SALUTEM LD BIDCO IV LTD,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030270,23/04/2020,"£39,325.00",HORIZON CARE AND EDUCATION,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030271,23/04/2020,"£49,478.00",HORIZON CARE AND EDUCATION,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,f1008933,23/04/2020,"£8,400.00",CIVICA UK LIMITED,CONSULTANT FEES,RESOURCES
Rochdale Borough Council,r1002605,23/04/2020,"£10,978.40",THE UNIVERSITY OF SALFORD,MINOR BUILDING WORKS,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002606,23/04/2020,"£65,858.52",ROCHDALE DEVELOPMENT AGENCY,CONTRACTED SERVICES,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002608,23/04/2020,"£25,812.17",BRAHM FUNDCO 2 LTD,PFI SCHEMES RPI,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002609,23/04/2020,"£25,812.17",BRAHM FUNDCO 2 LTD,PFI SCHEMES RPI,ECONOMY DIRECTORATE
Rochdale Borough Council,d3003554,22/04/2020,"£20,000.00",HOVINGTON LIMITED,PROPERTY - WORKS ELEMENT,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d4002773,22/04/2020,"£45,000.00",MDS HEALTHCARE LTD,EQUIPMENT - GENERAL,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,e1030250,22/04/2020,"£10,000.00",APOLLO HOME HEALTHCARE,COSTS MET BY SCHOOL,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030251,22/04/2020,"£11,568.40",NEW BRIDGE  SCHOOL,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030252,22/04/2020,"£43,116.33",BELMONT SCHOOL LIMITED,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030253,22/04/2020,"£43,116.33",BELMONT SCHOOL LIMITED,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030254,22/04/2020,"£47,486.34",BELMONT SCHOOL LIMITED,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030255,22/04/2020,"£47,520.00",BELMONT SCHOOL LIMITED,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030256,22/04/2020,"£46,838.69",BELMONT SCHOOL LIMITED,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030257,22/04/2020,"£36,514.19",BELMONT SCHOOL LIMITED,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030258,22/04/2020,"£23,921.81",WATERLOO LODGE SCHOOL,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030259,22/04/2020,"£30,750.00",BRIGHT FUTURES SCHOOL LTD,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,f1008929,22/04/2020,"£6,093.68",CAPITA BUSINESS SERVICES LIMITED,SOFTWARE,RESOURCES
Rochdale Borough Council,ph104303,22/04/2020,"£22,916.66",ACTION TOGETHER,PH OTHER CONTRACTS,PUBLIC HEALTH
Rochdale Borough Council,ph104306,22/04/2020,"£416,723.00",SALFORD ROYAL NHS FOUNDATION TRUST,PH PENNINE CARE CONTRACT,PUBLIC HEALTH
Rochdale Borough Council,ph104307,22/04/2020,"£416,723.00",SALFORD ROYAL NHS FOUNDATION TRUST,PH PENNINE CARE CONTRACT,PUBLIC HEALTH
Rochdale Borough Council,x1020183,22/04/2020,"£11,432.00",A WILDERNESS WAY LTD,EBD (EMOT & BEHAV DIFF) PLACEMENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020184,22/04/2020,"£10,782.00",THE DARTINGTON HALL TRUST,TRAINING,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d1086882,21/04/2020,"£108,600.00",QUALITY BROADFIELD PARK HOTEL,ACCOMMODATION,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086885,21/04/2020,"£6,750.00",BROXAP LIMITED,EQUIPMENT - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002359,21/04/2020,"£19,078.85",YOTTA LIMITED,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002360,21/04/2020,"£30,000.00",DAISY CORPORATE SERVICES TRADING LTD,MOBILE PHONE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002361,21/04/2020,"£75,000.00",EVERYTHING EVERYWHERE LIMITED,TRANSACTIONS-EXPENDITURE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3003542,21/04/2020,"£5,520.00",BIKE RIGHT LTD,ACTIVITIES,PROPERTY AND HIGHWAYS
Rochdale Borough Council,e1030241,21/04/2020,"£14,808.00",PARADIGM PROFESSIONAL CONSULTANCY LTD,AGENCY STAFF,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,e1030243,21/04/2020,"£5,784.20",NEW BRIDGE  SCHOOL,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030244,21/04/2020,"£27,730.65",NEW BRIDGE  SCHOOL,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030245,21/04/2020,"£14,129.50",AXCIS EDUCATION RECRUITMENT,AGENCY STAFF,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030246,21/04/2020,"£72,860.40",NEW BRIDGE  SCHOOL,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,f1008928,21/04/2020,"£441,000.00",ALDI STORES LIMITED,PROVISIONS,RESOURCES
Rochdale Borough Council,ph104298,21/04/2020,"£11,458.65",BRAHM LIFT LIMITED,RENTS,PUBLIC HEALTH
Rochdale Borough Council,x1020150,21/04/2020,"£24,600.00",CASICARE LTD,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020151,21/04/2020,"£24,200.00",POSSABILITIES CIC TRADING,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020152,21/04/2020,"£59,700.00",NEXT STAGE A WAY FORWARD YOUTH DEVELOPMENT LTD,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020153,21/04/2020,"£23,200.00",JUST ONE,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020154,21/04/2020,"£20,600.00",CHANGES SUPPORT LTD,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020155,21/04/2020,"£65,700.00",STEP AHEAD,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020156,21/04/2020,"£50,300.00",1 ARK GROUP LTD,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020158,21/04/2020,"£20,800.00",PATHWAYS,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020160,21/04/2020,"£59,700.00",NEXT STAGE A WAY FORWARD YOUTH DEVELOPMENT LTD,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020161,21/04/2020,"£47,500.00",NORTHERN COMMUNITY PATHWAYS LTD,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020162,21/04/2020,"£14,000.00",STEPPING STONE PROJECTS,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020163,21/04/2020,"£26,000.00",NORTHERN COMMUNITY PATHWAYS LTD,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020164,21/04/2020,"£50,100.00",MONTROSE LIVING,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020165,21/04/2020,"£33,500.00",INSPIRE COMMUNITY SERVICES LTD,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020167,21/04/2020,"£44,900.00",AVENSIS SUPPORT LTD,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020168,21/04/2020,"£16,800.00",INSPIRE COMMUNITY SERVICES LTD,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020169,21/04/2020,"£31,100.00",INTACT PROJECTS LTD,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020170,21/04/2020,"£11,200.00",INTACT PROJECTS LTD,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020171,21/04/2020,"£9,400.00",NORTHERN COMMUNITY PATHWAYS LTD,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020172,21/04/2020,"£21,200.00",CHANGES SUPPORT LTD,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020173,21/04/2020,"£40,900.00",PATHWAYS,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020174,21/04/2020,"£22,400.00",INTACT PROJECTS LTD,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020175,21/04/2020,"£51,700.00",NORTHERN COMMUNITY PATHWAYS LTD,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020177,21/04/2020,"£53,300.00",PATHWAYS,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020178,21/04/2020,"£12,400.00",ACCESS TO CARE LTD,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020180,21/04/2020,"£49,900.00",CHANGES SUPPORT LTD,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020181,21/04/2020,"£51,700.00",NORTHERN COMMUNITY PATHWAYS LTD,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020126,20/04/2020,"£38,400.00",ADOPTION MATTERS NORTHWEST,ADOPTION PAYMENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d1086866,20/04/2020,"£9,685.30",BARTON WILLMORE LLP,ACTIVITIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086867,20/04/2020,"£10,000.00",HENDHAM HOTEL LTD,ACCOMMODATION,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1086872,20/04/2020,"£5,690.44",NORTHGATE VEHICLE HIRE LIMITED,TRANSACTIONS-EXPENDITURE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,s1025903,20/04/2020,"£11,990.27",POLLOCK LIFTS,MINOR BUILDING WORKS,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,x1020128,20/04/2020,"£50,900.00",BY THE BRIDGE THERAPUTIC FOSTERING SERVICE,FOSTER PARENTS BASIC ALLOWANCE,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020129,20/04/2020,"£51,900.00",BY THE BRIDGE THERAPUTIC FOSTERING SERVICE,FOSTER PARENTS BASIC ALLOWANCE,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020130,20/04/2020,"£41,400.00",CARE 4 CHILDREN RESIDENTIAL SERVICES,FOSTER PARENTS BASIC ALLOWANCE,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020131,20/04/2020,"£52,600.00",BY THE BRIDGE THERAPUTIC FOSTERING SERVICE,FOSTER PARENTS BASIC ALLOWANCE,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020132,20/04/2020,"£52,600.00",BY THE BRIDGE THERAPUTIC FOSTERING SERVICE,FOSTER PARENTS BASIC ALLOWANCE,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020133,20/04/2020,"£52,000.00",BY THE BRIDGE THERAPUTIC FOSTERING SERVICE,FOSTER PARENTS BASIC ALLOWANCE,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020134,20/04/2020,"£15,200.00",FOSTERING SOLUTIONS LTD,FOSTER PARENTS BASIC ALLOWANCE,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020135,20/04/2020,"£39,800.00",FOSTERING SOLUTIONS LTD,FOSTER PARENTS BASIC ALLOWANCE,CHILDREN’S SOCIAL CARE
