Organisation Name,Purchase Order Number,Order Date,Total Value,Supplier Name,Account Name,Service
Rochdale Borough Council,d2002568,17/08/2020,"£8,075.00",IDOX SOFTWARE LTD,ACTIVITIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,ph104467,17/08/2020,"£5,520.00",GREATER MANCHESTER MENTAL HEALTH NHS,CONTRACTED SERVICES,PUBLIC HEALTH
Rochdale Borough Council,ph104468,17/08/2020,"£9,043.00",TURNING POINT,CONTRACTED SERVICES,PUBLIC HEALTH
Rochdale Borough Council,ph104472,17/08/2020,"£6,040.00",TURNING POINT,CONTRACTED SERVICES,PUBLIC HEALTH
Rochdale Borough Council,ph104476,17/08/2020,"£22,916.22",ACTION TOGETHER,PH OTHER CONTRACTS,PUBLIC HEALTH
Rochdale Borough Council,ph104478,17/08/2020,"£12,000.00",ACTION TOGETHER,PRINTING & STATIONERY,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,r1002778,17/08/2020,"£25,812.17",BRAHM FUNDCO 2 LTD,PFI SCHEMES RPI,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002779,17/08/2020,"£18,868.00",ROCHDALE DEVELOPMENT AGENCY,CONSULTANTS FEES,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d2002559,14/08/2020,"£9,181.50",DAISY CORPORATE SERVICES TRADING LTD,TRANSACTIONS-EXPENDITURE,CONTROL ACCOUNT
Rochdale Borough Council,d3003942,14/08/2020,"£60,245.00",GMCA,MINOR BUILDING WORKS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003945,14/08/2020,"£13,500.00",TRANSPORT FOR GREATER MANCHESTER,MINOR BUILDING WORKS,ECONOMY DIRECTORATE
Rochdale Borough Council,d3003946,14/08/2020,"£10,208.10",TRANSPORT FOR GREATER MANCHESTER,MINOR BUILDING WORKS,ECONOMY DIRECTORATE
Rochdale Borough Council,e1030641,14/08/2020,"£25,230.00",WITHERSLACK INTEGRATED PROVISION,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030647,14/08/2020,"£14,060.00",KEYS  GROUP PCE HOLDINGS LTD,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030648,14/08/2020,"£33,800.00",KEDLESTON MILL SCHOOL LTD,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,r1002775,14/08/2020,"£7,875.00",WIRELESS CCTV LTD,VANDALISM,ECONOMY DIRECTORATE
Rochdale Borough Council,x1020595,14/08/2020,"£12,200.00",TSOM GROUP,EBD (EMOT & BEHAV DIFF) PLACEMENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020598,14/08/2020,"£384,600.00",INSPIRE CARE UK LTD,EBD (EMOT & BEHAV DIFF) PLACEMENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020599,14/08/2020,"£29,000.00",A1 FOSTER CARE,FOSTER PARENTS BASIC ALLOWANCE,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020587,13/08/2020,"£23,027.34",NHS HEYWOOD MIDDLETON AND ROCHDALE CCG,DIRECT PAYMENTS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,x1020590,13/08/2020,"£40,697.52",NHS HEYWOOD MIDDLETON AND ROCHDALE CCG,DIRECT PAYMENTS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,x1020591,13/08/2020,"£39,215.96",NHS HEYWOOD MIDDLETON AND ROCHDALE CCG,DIRECT PAYMENTS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,d1087908,13/08/2020,"£55,962.00",SAFENET DOMESTIC ABUSE SERVICE,ACTIVITIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087909,13/08/2020,"£10,000.00",ROCHDALE BOROUGHWIDE HOUSING,ACTIVITIES,ECONOMY DIRECTORATE
Rochdale Borough Council,d2002557,13/08/2020,"£9,181.50",DAISY CORPORATE SERVICES TRADING LTD,TRANSACTIONS-EXPENDITURE,CONTROL ACCOUNT
Rochdale Borough Council,d3003941,13/08/2020,"£9,600.00",TRANSPORT FOR GREATER MANCHESTER,MINOR BUILDING WORKS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,e1030634,13/08/2020,"£47,982.00",BRIGHT FUTURES SCHOOL LTD,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030637,13/08/2020,"£15,420.99",BIRTENSHAW HALL SCHOOL,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,r1002767,13/08/2020,"£7,800.00",IAN TUNNICLIFFE BUILDING CONSULTANCY LTD,CONSULTANTS FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002768,13/08/2020,"£52,130.00",GENR8 ROCHDALE LTD,CONSULTANTS FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,d1087871,12/08/2020,"£5,660.00",GROUNDWORK LANDSCAPES LIMITED,ENVIRONMENTAL WORKS LANDSCAPE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087874,12/08/2020,"£5,030.00",F S MOULT AND SON,MINOR BUILDING WORKS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087875,12/08/2020,"£5,250.00",ROBERT JAMES ASSOCIATES,CONDITION SURVEYS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087879,12/08/2020,"£36,000.00",F S MOULT AND SON,REPAIRS & ALTS OF BUILDINGS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087880,12/08/2020,"£18,524.16",ROCHDALE HOUSING INITIATIVE,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087881,12/08/2020,"£14,059.36",ROCHDALE HOUSING INITIATIVE,BASIC WAGES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087892,12/08/2020,"£5,700.00",CROMWELL POLYTHENE LIMITED,EQUIPMENT - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087901,12/08/2020,"£5,218.00",GROUNDWORK LANDSCAPES LIMITED,MAINTENANCE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087902,12/08/2020,"£45,780.00",QUALITY BROADFIELD PARK HOTEL,ACCOMMODATION,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002553,12/08/2020,"£9,500.00",EVERYTHING EVERYWHERE,TRANSACTIONS-EXPENDITURE,CONTROL ACCOUNT
Rochdale Borough Council,e1030617,12/08/2020,"£23,000.00",SMS COACHING LTD,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030618,12/08/2020,"£43,716.00",ROSSENDALE SCHOOL PRIORY,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030619,12/08/2020,"£43,716.00",ROSSENDALE SCHOOL PRIORY,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030620,12/08/2020,"£45,644.00",ROSSENDALE SCHOOL PRIORY,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030622,12/08/2020,"£20,572.00",ROSSENDALE SCHOOL PRIORY,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030623,12/08/2020,"£33,000.00",KEDLESTON MILL SCHOOL LTD,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030624,12/08/2020,"£34,666.66",KEDLESTON MILL SCHOOL LTD,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,s1026082,12/08/2020,"£7,956.75",IMOSPHERE LIMITED,IT MAINTENANCE,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,s1026083,12/08/2020,"£10,351.50",IMOSPHERE LIMITED,IT MAINTENANCE,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,s1026084,12/08/2020,"£7,956.75",IMOSPHERE LIMITED,IT MAINTENANCE,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,s1026088,12/08/2020,"£24,446.15",CHERISH UK LTD,HOME CARE - ADULT SERVICES,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,x1020579,12/08/2020,"£10,000.00",BREAKING BARRIERS,PUBLICITY,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020582,12/08/2020,"£9,930.00",ME LEARNING LIMITED,TRAINING,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d1087848,11/08/2020,"£5,000.00",GROUNDWORK LANDSCAPES LIMITED,ENVIRONMENTAL WORKS LANDSCAPE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087850,11/08/2020,"£8,400.00",GROUNDWORK LANDSCAPES LIMITED,ENVIRONMENTAL WORKS LANDSCAPE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3003931,11/08/2020,"£6,000.00",COMPLIANCE365,PROPERTY - WORKS ELEMENT,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003935,11/08/2020,"£15,148.19",C E S LTD,MINOR BUILDING WORKS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,d4003078,11/08/2020,"£13,980.00",ELYGRA,CONSUMABLES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1030606,11/08/2020,"£10,000.00",G AND A TAYLOR HOTELS LTD,ALLOWANCES,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,e1030616,11/08/2020,"£14,046.40",AXIOM EDUCATION ROCHDALE LIMITED,"DEV CAP - NEW CONSTRUCTION,CONVERSION",EARLY HELP AND SCHOOLS
Rochdale Borough Council,f1009077,11/08/2020,"£40,000.00",DISCLOSURE AND BARRING SERVICE,TRANSACTIONS-EXPENDITURE,RESOURCES
Rochdale Borough Council,ph104456,11/08/2020,"£262,000.00",NHS HEYWOOD MIDDLETON AND ROCHDALE CCG,PH LCS PAYMENTS,PUBLIC HEALTH
Rochdale Borough Council,r1002765,11/08/2020,"£62,253.90",ROCHDALE DEVELOPMENT AGENCY,CONTRACTED SERVICES,ECONOMY DIRECTORATE
Rochdale Borough Council,s1026074,11/08/2020,"£6,888.00",STANNAH LIFT SERVICES LTD,MINOR BUILDING WORKS,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,w1002115,11/08/2020,"£6,414.90",NHS HEYWOOD MIDDLETON AND ROCHDALE CCG,AGENCY STAFF,COMMISSIONING AND STATUTORY
Rochdale Borough Council,w1002116,11/08/2020,"£7,174.92",NHS HEYWOOD MIDDLETON AND ROCHDALE CCG,AGENCY STAFF,COMMISSIONING AND STATUTORY
Rochdale Borough Council,w1002118,11/08/2020,"£500,651.00",THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET
Rochdale Borough Council,x1020575,11/08/2020,"£13,154.88",SERVELEC YOUTH SERVICES LTD,SOFTWARE,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,e1030603,10/08/2020,"£20,000.00",PARADIGM PROFESSIONAL CONSULTANCY LTD,AGENCY STAFF,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,e1030605,10/08/2020,"£12,962.50",THE UNIVERSITY OF SHEFFIELD,AGENCY STAFF,EARLY HELP AND SCHOOLS
Rochdale Borough Council,f1009076,10/08/2020,"£19,233.92",NORTHGATE PUBLIC SERVICES UK LTD,SOFTWARE,RESOURCES
Rochdale Borough Council,x1020568,10/08/2020,"£45,700.00",SHIELD SUPPORT HUB LTD,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,e1030602,07/08/2020,"£5,000.00",PARADIGM PROFESSIONAL CONSULTANCY LTD,AGENCY STAFF,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d1087829,05/08/2020,"£8,862.09",DIRECT TYRE MANAGEMENT LTD,TYRES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087835,05/08/2020,"£15,302.66",VICTIM SUPPORT,GRANTS TO THE NON VOLUNTARY SECTOR,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087836,05/08/2020,"£13,000.00",STEPPING STONE PROJECTS,CONTRACTED SERVICES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3003921,05/08/2020,"£23,995.00",COMPASS MINERALS UK LIMITED,MATERIAL - GENERAL,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003927,05/08/2020,"£10,000.00",P N DALY LTD,EQUIPMENT - GENERAL,PROPERTY AND HIGHWAYS
Rochdale Borough Council,e1030593,05/08/2020,"£20,000.00",PARADIGM PROFESSIONAL CONSULTANCY LTD,AGENCY STAFF,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,e1030597,05/08/2020,"£5,000.00",PARADIGM PROFESSIONAL CONSULTANCY LTD,AGENCY STAFF,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,e1030598,05/08/2020,"£48,620.00",HORIZON CARE AND EDUCATION,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1030599,05/08/2020,"£40,183.00",HORIZON CARE AND EDUCATION,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,r1002761,05/08/2020,"£5,361.00",JONES LANG LASALLE LTD,FEES / COMMISSION,ECONOMY DIRECTORATE
Rochdale Borough Council,x1020561,05/08/2020,"£138,481.51",BURY MBC,PROFESSIONAL FEES,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d3003913,04/08/2020,"£1,503,935.02",BALFOUR BEATTY LIVING PLACES,TRANSACTIONS-EXPENDITURE,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003914,04/08/2020,"£5,107.00",FRS ROOFING SERVICES LIMITED,MINOR BUILDING WORKS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,x1020557,04/08/2020,"£25,509.00",DEPAUL UK,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d1087800,03/08/2020,"£62,225.10",SSI SCHAEFER LIMITED,PURCHASE OF FURNITURE AND EQUIPMENT,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087804,03/08/2020,"£61,005.00",QUALITY BROADFIELD PARK HOTEL,ACCOMMODATION,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087805,03/08/2020,"£65,700.00",BRENTWOOD,GRANTS TO THE VOLUNTARY SECTOR,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087806,03/08/2020,"£8,759.00",THE SANCTUARY TRUST,CLEANING AND CARETAKING COSTS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087807,03/08/2020,"£52,784.00",THE SANCTUARY TRUST,GRANTS TO THE VOLUNTARY SECTOR,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087808,03/08/2020,"£5,294.25",ROCHDALE HOUSING INITIATIVE,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087810,03/08/2020,"£10,000.00",DICK WHITTINGTON GUEST HOUSE,ACCOMMODATION,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087811,03/08/2020,"£20,000.00",G AND A TAYLOR HOTELS LTD,ACCOMMODATION,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087813,03/08/2020,"£19,234.00",HENDHAM HOTEL LTD,ACCOMMODATION,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3003906,03/08/2020,"£10,000.00",CALEDONIAN LIFTS MANCHESTER LTD,PROPERTY - WORKS ELEMENT,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003908,03/08/2020,"£20,166.00",CLICK FIRE AND SECURITY LTD,CAPITAL SALARIES,EARLY HELP AND SCHOOLS
Rochdale Borough Council,ph104449,03/08/2020,"£5,520.00",GREATER MANCHESTER MENTAL HEALTH NHS,CONTRACTED SERVICES,PUBLIC HEALTH
Rochdale Borough Council,ph104450,03/08/2020,"£22,916.00",ACTION TOGETHER,PH OTHER CONTRACTS,PUBLIC HEALTH
Rochdale Borough Council,x1020555,03/08/2020,"£47,000.00",NORTHEST LEAVING CARE SERVICES LTD,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020556,03/08/2020,"£32,500.00",PARALLEL PARENTS,FOSTER PARENTS BASIC ALLOWANCE,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d3003901,31/07/2020,"£50,000.00",EMANUEL WHITTAKER LTD,ARCHITECTS FEES,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,d4003063,31/07/2020,"£5,000.00",LANCASHIRE CHAIR COVERS,EXPENSES - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,l1003622,31/07/2020,"£11,776.86",ALPHATECH PRINT AND DATA SERVICES LTD,PRINTING & STATIONERY,RESOURCES
Rochdale Borough Council,d1087791,30/07/2020,"£19,933.93",JAAMA LTD,EQUIPMENT - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d4003062,30/07/2020,"£9,773.33",ALLIANCE DISPOSABLES LIMITED,CONSUMABLES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1030576,30/07/2020,"£20,000.00",PARADIGM PROFESSIONAL CONSULTANCY LTD,AGENCY STAFF,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,e1030577,30/07/2020,"£20,000.00",PARADIGM PROFESSIONAL CONSULTANCY LTD,AGENCY STAFF,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,e1030579,30/07/2020,"£20,000.00",PARADIGM PROFESSIONAL CONSULTANCY LTD,AGENCY STAFF,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020549,30/07/2020,"£8,000.00",THE SKILL MILL,PROFESSIONAL FEES,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020550,30/07/2020,"£355,000.00",YOUNG FOUNDATIONS LTD,EBD (EMOT & BEHAV DIFF) PLACEMENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020551,30/07/2020,"£50,000.00",BALTIMORE CONSULTING LTD,AGENCY STAFF,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d3003888,29/07/2020,"£14,375.00",SEVEN ARCHITECTURE LTD,MINOR BUILDING WORKS,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,d3003890,29/07/2020,"£9,500.00",G2 RECRUITMENT SOLUTIONS LTD,AGENCY STAFF,ECONOMY DIRECTORATE
Rochdale Borough Council,d3003891,29/07/2020,"£5,000.00",W J LEWIS BUILDERS MERCHANTS LIMITED,PROPERTY - WORKS ELEMENT,PROPERTY AND HIGHWAYS
Rochdale Borough Council,x1020544,29/07/2020,"£35,000.00",NHS HEYWOOD MIDDLETON AND ROCHDALE CCG,AGENCY STAFF,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020545,29/07/2020,"£5,000.00",RANDSTAD EDUCATION,INDEPENDENT UNITS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,d2002529,28/07/2020,"£7,995.00",DELIB,SUBSCRIPTIONS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3003880,28/07/2020,"£5,332.00",PAY STORE LTD,REPAIRS & ALTS OF BUILDINGS,ECONOMY DIRECTORATE
Rochdale Borough Council,d3003881,28/07/2020,"£16,385.05",MARCHBRIDGE BUILDERS LIMITED,MINOR BUILDING WORKS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,f1009064,28/07/2020,"£6,766.00",CAPITA BUSINESS SERVICES LIMITED,SOFTWARE,RESOURCES
Rochdale Borough Council,r1002744,28/07/2020,"£72,387.09",P CASEY AND CO LTD,MINOR BUILDING WORKS,ECONOMY DIRECTORATE
Rochdale Borough Council,r1002745,28/07/2020,"£65,355.52",P CASEY AND CO LTD,MINOR BUILDING WORKS,ECONOMY DIRECTORATE
Rochdale Borough Council,x1020537,28/07/2020,"£45,500.00",CFS CARE LTD,FOSTER PARENTS BASIC ALLOWANCE,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1020538,28/07/2020,"£37,600.00",NORTHERN COMMUNITY PATHWAYS LTD,YOUNG PEOPLES RENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d1087757,27/07/2020,"£16,267.64",NORTHGATE VEHICLE HIRE LIMITED,TRANSACTIONS-EXPENDITURE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087759,27/07/2020,"£6,058.50",BARTON WILLMORE LLP,ACTIVITIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,s1026038,27/07/2020,"£20,000.00",S MUSTAFA LIMITED,EXPENSES - GENERAL,COMMISSIONING AND STATUTORY
Rochdale Borough Council,s1026040,27/07/2020,"£5,908.00",STANNAH LIFT SERVICES LTD,MINOR BUILDING WORKS,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,x1020532,27/07/2020,"£32,785.00",ROC NORTHWEST LTD,EBD (EMOT & BEHAV DIFF) PLACEMENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d1087734,24/07/2020,"£5,000.00",LINK4LIFE CHARITY,ACTIVITIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087735,24/07/2020,"£5,000.00",LINK4LIFE CHARITY,ACTIVITIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087736,24/07/2020,"£5,000.00",LINK4LIFE CHARITY,ACTIVITIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087738,24/07/2020,"£5,000.00",LINK4LIFE CHARITY,ACTIVITIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087739,24/07/2020,"£5,000.00",LINK4LIFE CHARITY,ACTIVITIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087749,24/07/2020,"£10,040.00",CLOVER SECURITY SERVICES LIMITED,SECURITY,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087753,24/07/2020,"£36,100.00",ROBERT JAMES ASSOCIATES,CONDITION SURVEYS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002520,24/07/2020,"£25,385.00",BLOOM PROCUREMENT SERVICES LTD,CAPITAL - STAFFING AGENCY PAYMENTS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002521,24/07/2020,"£7,771.00",XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3003865,24/07/2020,"£120,000.00",INTEGRATED WATER SERVICES LIMITED,PROPERTY - WORKS ELEMENT,PROPERTY AND HIGHWAYS
Rochdale Borough Council,s1026037,24/07/2020,"£7,302.00",STANNAH LIFT SERVICES LTD,MINOR BUILDING WORKS,ADULT CARE LCO FUNCTIONS
Rochdale Borough Council,x1020526,23/07/2020,"£20,010.00",ADOPTION MATTERS NORTHWEST,ADOPTION PAYMENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d1087728,23/07/2020,"£10,674.00",A J COCKER ASSOCIATES LIMITED,PROFESSIONAL FEES/CERTIFICATES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1087729,23/07/2020,"£6,237.00",ROCHDALE BOROUGH SHOPMOBILITY,GRANTS TO THE VOLUNTARY SECTOR,ECONOMY DIRECTORATE
Rochdale Borough Council,e1030555,23/07/2020,"£15,000.00",PARADIGM PROFESSIONAL CONSULTANCY LTD,AGENCY STAFF,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,e1030556,23/07/2020,"£15,000.00",PARADIGM PROFESSIONAL CONSULTANCY LTD,AGENCY STAFF,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,r1002741,23/07/2020,"£14,871.50",POWNALL PLANT LTD,ENVIRONMENTAL WORKS LANDSCAPE,ECONOMY DIRECTORATE
Rochdale Borough Council,d3003853,22/07/2020,"£93,380.07",G E GRIFFITHS LIMITED,MINOR BUILDING WORKS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,d3003854,22/07/2020,"£106,859.00",JACKSON JACKSON AND SONS LTD,MINOR BUILDING WORKS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,d3003855,22/07/2020,"£423,311.10",COMMUNITY LIGHTING PARTNERSHIP ROCHDALE LTD,PFI SCHEMES RPIX,PROPERTY AND HIGHWAYS
Rochdale Borough Council,ph104436,22/07/2020,"£32,092.00",MANCHESTER UNIVERSITY NHS FOUNDATION TRUST MFT,PH OTHER CONTRACTS,PUBLIC HEALTH
Rochdale Borough Council,ph104437,22/07/2020,"£27,107.15",THE PENNINE ACUTE HOSPITALS NHS TRUST,PH OTHER CONTRACTS,PUBLIC HEALTH
Rochdale Borough Council,r1002736,22/07/2020,"£37,800.00",BUCK CONSULTANTS,PROVISIONS,ECONOMY DIRECTORATE
Rochdale Borough Council,w1002110,22/07/2020,"£39,385.09",N COMPASS,CONTRACTS,BETTER CARE FUND POOLED BUDGET
Rochdale Borough Council,w1002111,22/07/2020,"£40,560.09",N COMPASS,CONTRACTS,BETTER CARE FUND POOLED BUDGET
Rochdale Borough Council,w1002112,22/07/2020,"£40,560.09",N COMPASS,CONTRACTS,BETTER CARE FUND POOLED BUDGET
Rochdale Borough Council,w1002113,22/07/2020,"£40,560.09",N COMPASS,CONTRACTS,BETTER CARE FUND POOLED BUDGET
Rochdale Borough Council,d1087710,21/07/2020,"£14,280.00",SSI SCHAEFER LIMITED,PURCHASE OF FURNITURE AND EQUIPMENT,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002513,21/07/2020,"£8,119.00",THE COPYRIGHT LICENSING AGENCY LIMITED,DATA COLLECTION,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d2002515,21/07/2020,"£13,215.44",CONDUENT PARKING ENFORCEMENT SOL LTD,SOFTWARE,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d2002516,21/07/2020,"£19,513.28",IDOX SOFTWARE LTD,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d3003846,21/07/2020,"£64,614.00",W H GOOD LIMITED,MINOR BUILDING WORKS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,d3003847,21/07/2020,"£5,107.00",FRS ROOFING SERVICES LIMITED,MINOR BUILDING WORKS,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d3003849,21/07/2020,"£21,000.00",HERITAGE ROOFING AND MAINTENANCE,MINOR BUILDING WORKS,ECONOMY DIRECTORATE
Rochdale Borough Council,d3003850,21/07/2020,"£5,000.00",W J LEWIS BUILDERS MERCHANTS LIMITED,PROPERTY - WORKS ELEMENT,PROPERTY AND HIGHWAYS
Rochdale Borough Council,ph104432,21/07/2020,"£10,500.00",CPGM HEALTHCARE LTD,PH LCS PAYMENTS,PUBLIC HEALTH
Rochdale Borough Council,ph104434,21/07/2020,"£50,213.00",EARLY BREAK,ACTIVITIES,PUBLIC HEALTH
Rochdale Borough Council,x1020511,20/07/2020,"£15,840.86",NHS HEYWOOD MIDDLETON AND ROCHDALE CCG,DIRECT PAYMENTS,EARLY HELP AND SCHOOLS
